Frame No,Count,Type1,Color1,Type2,Color2,Question1 Time,Question2 Time,Question3 Time,Question4 Time
1413,0,,,,,0.055,0.156,,
1414,0,,,,,0.055,0.155,,
1415,0,,,,,0.055,0.144,,
1416,0,,,,,0.055,0.146,,
1417,0,,,,,0.055,0.13,,
1418,0,,,,,0.055,0.12,,
1419,0,,,,,0.055,0.127,,
1420,0,,,,,0.055,0.122,,
1421,0,,,,,0.055,0.132,,
1422,0,,,,,0.055,0.124,,
1423,0,,,,,0.055,0.121,,
1424,0,,,,,0.055,0.124,,
1425,0,,,,,0.055,0.117,,
1426,0,,,,,0.055,0.124,,
1427,0,,,,,0.055,0.127,,
1428,0,,,,,0.055,0.125,,
1429,0,,,,,0.055,0.118,,
1430,0,,,,,0.055,0.118,,
1431,0,,,,,0.055,0.125,,
1432,0,,,,,0.055,0.126,,
1433,0,,,,,0.055,0.121,,
1434,0,,,,,0.055,0.12,,
1435,0,,,,,0.055,0.122,,
1436,1,,Silver,,,0.055,0.125,,0.002
1437,1,,Silver,,,0.055,0.127,,0.004
1438,1,,Silver,,,0.055,0.125,,0.004
1439,0,,,,,0.055,0.114,,
1440,1,,Black,,,0.055,0.121,,0.005
1441,1,,Black,,,0.055,0.128,,0.005
1442,2,,Black,,Black,0.055,0.125,,0.012
1443,1,,Black,,,0.055,0.149,,0.006
1444,1,,Black,,,0.055,0.122,,0.006
1445,1,,Black,,,0.055,0.121,,0.005
1446,1,,Black,,,0.055,0.121,,0.007
1447,1,,Black,,,0.055,0.13,,0.005
1448,1,,Black,,,0.055,0.119,,0.005
1449,1,,Black,,,0.055,0.121,,0.007
1450,1,,Black,,,0.055,0.124,,0.006
1451,1,,Black,,,0.055,0.131,,0.006
1452,1,,Black,,,0.055,0.128,,0.006
1453,1,,Black,,,0.055,0.121,,0.006
1454,1,,Black,,,0.055,0.129,,0.004
1455,0,,,,,0.055,0.122,,
1456,1,,Black,,,0.055,0.12,,0.003
1457,1,,Black,,,0.055,0.126,,0.003
1458,1,,Black,,,0.055,0.125,,0.003
1459,0,,,,,0.055,0.121,,
1460,0,,,,,0.055,0.117,,
1461,0,,,,,0.055,0.122,,
1462,0,,,,,0.055,0.123,,
1463,0,,,,,0.055,0.119,,
1464,0,,,,,0.055,0.122,,
1465,0,,,,,0.055,0.12,,
1466,0,,,,,0.055,0.118,,
1467,0,,,,,0.055,0.124,,
1468,0,,,,,0.055,0.121,,
1469,0,,,,,0.055,0.124,,
1470,0,,,,,0.055,0.12,,
1471,0,,,,,0.055,0.119,,
1472,0,,,,,0.055,0.122,,
1473,0,,,,,0.055,0.119,,
1474,0,,,,,0.055,0.124,,
1475,0,,,,,0.055,0.123,,
1476,0,,,,,0.055,0.127,,
1477,0,,,,,0.055,0.119,,
1478,0,,,,,0.055,0.121,,
1479,0,,,,,0.055,0.126,,
1480,0,,,,,0.055,0.12,,
1481,0,,,,,0.055,0.119,,
1482,0,,,,,0.055,0.118,,
1483,0,,,,,0.055,0.121,,
1484,1,,Silver,,,0.055,0.122,,0.004
1485,0,,,,,0.055,0.124,,
1486,0,,,,,0.055,0.12,,
1487,0,,,,,0.055,0.123,,
1488,0,,,,,0.055,0.122,,
1489,0,,,,,0.055,0.121,,
1490,0,,,,,0.055,0.122,,
1491,0,,,,,0.055,0.129,,
1492,0,,,,,0.055,0.119,,
1493,0,,,,,0.055,0.116,,
1494,0,,,,,0.055,0.122,,
1495,0,,,,,0.055,0.121,,
